ID,English,Others,
introwendy1,哦，太一先生！很高兴见到你。谢谢你当时救了我，还让我住在你家地下室。抱歉我不能告诉你为什么我躲在那个棚屋里。那个东西袭击了你想把我带走。多亏了月子和她朋友的介入我才得救。,Oh! I was waiting for you mister. Please fuck me again like last week. I'm so horny seeing Tsukiko getting screwed all week. You are getting replacing her with me in the future update right?,
introwendy2,这里好冷。我不习惯这么低的温度，不过没关系。比待在那个地狱好多了。哦！太一先生，月子说你需要练习鬼魂猎人的技能。你可以拿我练手。我不介意的。这是我力所能及的帮忙。对我温柔点就好。,"If you get me a t-shirt you can fuck my pussy too. Oh... and if you get that special thing from Rose, you can transfer my soul to my original body for more animations It can be transferred to other bodies too. Such as Mrs. Hirakawa, doll of Mrs. Sakurai, Mariko or my own.",
lunahome1,哇！没想到我们的频道涨得这么快。我觉得我们应该每天上传更多内容。,Taichi! You are not fucking my ass any more. People even give us extra 50 coins if we do it. I know it take time but please. I feel strange if you don't fuck my ass.,@NEW
lunahome2,看这些粉丝邮件。他们想让我跟你一起进去嘿嘿……,Look at all these fan mails. They want me to do more than just sex.,@NEW
lunahome3,留美亚和増夫以前对付鬼魂的方法不一样。留美亚直接用匕首消灭鬼魂，而増夫用类似的方法但他从不需要那些特殊防护，不知道为什么。,Rumia used to just eliminate ghost using her dagger while Ryoko found a better way to capture a ghost. Masuo used that technique when he was a ghost fucker.,@NEW
lunahome4,叫温蒂别再穿墙了。每次都吓我一跳。,Please ask Kaori to stop traversing through walls. I get scared all the time,@NEW
lunahome51,我们今晚还要去执行契约吗？嗯……就是问问，因为増夫说我们今晚有活干。,Are we going on another contract tonight? You know I can go back to working on my projects with Masuo.,@NEW
lunahome52,我们今晚还要去执行契约吗？如果不去的话我可以去増夫那里做点工作。凉子坚持要我们下个月前完成那些项目。,Are we going on another contract tonight? You know I can go back to working on my projects with Masuo while getting fucked at the same time.,@NEW
lunahome61,哦！我以为昨晚已经把你榨干了呢。看来里面还有存货。,"If I keep milking you dry like this, I'm gonna be filthy rich by selling it on Cum Deposit app.",@NEW
lunahome62,嗯……又要洗一次澡了。算了无所谓。,Fuck! I told you to finish inside. Damn it! I have take a shower again.,@NEW
lunahome63,再来一次吧。你准备好了我就来。,Please take a break. Have mercy on my ass.,@NEW
lunahome64,契约可以等。我们有的是时间。,Ahh... fuckk... Are we done? Let's go on a contract now.,@NEW
lunahome65,好开心我搬过来了。现在每天都能做，不只是周末了。,Owww.... Why the hell did I move here? I didn't expect getting fucked day and night.,@NEW
lunahomekaori1,温蒂不恶作剧的时候是个很有帮助的游魂。香理的餐厅里也有一个游魂。她只在晚上11点以后才出现。,There’s a Kaori like ghost in Magic Ring. She lives at Kana’ restaurant at the moment.,@NEW
lunahomekaori2,我为你和温蒂高兴。我很高兴能帮上你的忙。,I knew I’d be sidelined once you can marry Kaori. It was always meant to be. At least CB set me up with Jack and made him a bit handsome.,@NEW
lunahomeizumi,泉用剑狠狠打了我的屁股。我不知道她为什么一直让我现出原形。她好像对电影着了魔。,Irene should stop hitting my butt. If I get mad I will sleep with Masuo all day for whole month to get strong and kick her ass.,@NEW
lunahomemisae,所以美佐枝也加入团队了啊。没什么，就是你多陪陪她就是了。我也想有朝一日参与你的科学实验嘿嘿……,She is your science experiment partner isn’t she? What kind of experiments needs her to make those noises when you two are alone. I know because I make similar sounds when I…. nevermind.,@NEW
lunahomesawako,哦……我知道姐姐为什么来了。她装作担心我的样子我知道……她在找机会跟你上床。,I know sis is here to ride your cock. Well since she got me a job with Masuo I don’t complain.,@NEW
lunahomelen,太一，蓮不就是我们在废弃棚屋里发现的那个女孩吗？真不敢相信她现在是我们团队的一员了嘿嘿……,Len is that girl you slept with in abandoned shed right? Now she is your site assistant.,@NEW
lunahomenabiki,所以奈美受不了由美子把她们的公寓当性爱医院所以搬来跟你住了。你知道她和她男朋友袭击了瑞希因为他想跟她做爱。现在他又想让我当他女朋友。,Nabiki used to live in apartment 301 in Sunrays. I never seen her there because she never appeared in the events of Magic Ring.,@NEW
lunahomeryomi,凉子在这儿，没去缠着増夫。我想她担心我在帮你猎鬼会耽误工作。,She is not Ryoko isn’t she? She is pestering like her usual self but she would never reek of semen. I think she is an imposter.,@NEW
lunahometomori,朋一直问我关于鬼魂的事，猎鬼的部分才是我负责的。,I don’t know shit about ghost and Tomori keeps asking me about it.,@NEW
lunahomebye,好的，有需要就叫我。,Bye! I'll be right here with my ass open wide.,@NEW
lunahomecloth0,（打喷嚏……）哦……好冷，但既然你想看我裸体我就忍忍吧……,It's getting little cold. Can I wear my cloths now? Or I still have to do this challenge.,@NEW
lunahomecloth1,这身衣服是我最喜欢的。哦……我在一家店里看到的让你买给我的嘿嘿……,You only said these would look good on me. I had to pay from my own pocket since you stopped loving me a while ago.,@NEW
lunahomecloth2,真不敢相信我的高中校服还合身。这么多年了我都没怎么变。,How can my high school uniform still fit me? I have bigger bust size now. Even my butt has grown at least 10 inches.,@NEW
lunahomecloth3,嘿嘿……这只是些破布但我穿起来挺好看的你不觉得吗。,These are Rose’s asylum patient cloths.,@NEW
lunahomecloth4,太一，每次我穿这身衣服晚上就好像失忆了。你说的话我全不记得。就像有个鬼魂控制了我做那些事。,"If I’m wearing this, I will secretly have sex with Masuo at Rumia’s apartment. Just like in the older version. But that’s for future update.",@NEW
lunahomecloth5,这是我从布列塔尼那里买来的特殊衣服。很贵但有魔法属性。能自动修复而且不管体型大小都能合身。,Asami sells these cloths to me because I’m part of their work group now. I tried getting your attention with a new look but you didn’t care. At least there was someone happy with my new makeover.,@NEW
lunahomehi,嗨，太一！,"Hi, Love!",
lunakte1,嗯……别太早射。这次我想多收集点知识。,Ahhh! My butt... Promise me... you will cum early.,
lunakte2,哦操！再深点。我好爱你的鸡巴。哈啊……！,I love you cock but... hah... don’t do so deep.,
lunakte3,嗯……啊……我的屁股……好舒服。你的鸡巴在我屁股里好暖。,It’s so big. I can’t take it any more.,
lunakte4,太一，亲爱的……嗯……我好喜欢我们现在做的事。,I love it but why it is have to be in the butt. Ohhh... you can use my pussy instead.,
lunakte5,这东西好像真的有效。我觉得比之前聪明了。请尽量多做一会儿。,K.T.E. my ass! Do you think I’m stupid enough not to know this is anal sex.,
lunakterough1,啊……虽然我们经常……做了。但我还是……不习惯。呜……所以请慢一点。,"Taichi, not so rough. No matter how many times we do it, I can’t get used to it.",
lunakterough2,嗯嗯……你再这样下去，我的屁股会……啊！要裂开了。,Nnnn..... are you trying to ripped my ass. Be gentle. It’s hardly able to fit your dick.,
lunakterough3,啊！哦！啊……我的屁股……喵……求你了……太一别那么粗暴。,Ahh! Oh! Ahhh..... my butt... nyaaaa..... please.... Taichi not so rough.,
lunakterough4,呜……急什么啊？该死！慢一点。,Oww..... what's with the rush? Damn it! Slow down a bit. Have some mercy on this fragile hole of mine.,
lunakterough5,啊……不要……要裂开了……你会把它撕裂的。请温柔点。,Arghh... No... It is going to rip...  You are going to rip it. Please be gentle.,
lunaname,月子：,Tsukiko :,
lunatellgoin,回到棚屋里去。,Go back in the shed.,
lunatutorial1,太一，到了吗？很好！我和留美亚、増夫在一起。他们俩是向日葵城有名的鬼魂猎人。他们会分享专业知识，我会通过电话转达给你。保持手机畅通以便接收指示。,"Taichi, have you reached there? Good! I'm here with Rumia and Masuo. Both are well known ghost hunters in Sunflower city. They will share their expertise on the case and I will relay it on call. Keep your phone handy for instructions.",
lunatutorial10a,好我们拿到两个了。看看能不能再拿到一个。拿激光投射器，打开后放在鬼房里。关掉那个房间的灯这样看得更清楚。如果你看到有幻影穿过它。在日志里标记。当然我们是看不到的不过还是……,"Good we got two. Let’s if we get one more. Take a laser projector, turn it on and place it in a ghost room. Turn the light off in that room so that you can see better. If you see an apparition passing through it. Mark it in the journal. Which of course we wont see but still...",
lunatutorial10b,拿激光投射器，打开后放在鬼房里。关掉那个房间的灯这样看得更清楚。如果你看到有幻影穿过它。在日志里标记。当然我们是看不到的不过还是……,"Take a laser projector, turn it on and place it in a ghost room. Turn the light off in that room so that you can see better. If you see an apparition passing through it. Mark it in the journal. Which of course we wont see but still...",
lunatutorial11a,太好了！我们拿到了需要的3个证据。在观察鬼魂之前先试试其他证据工具。拿紫外线手电在窗户、衣柜或墙上找紫外线指纹。你知道找到后该怎么做。,"Great! We got required 3 evidences. Before observing the ghost let’s try out other evidence tools. Take UV torch and look UV print on window, closet or any wall. You know what to do if you find one.",
